0	user	james	M	24	technician
1	user	patricia	F	53	other
2	user	robert	M	23	writer
3	user	michael	M	24	technician
4	user	elizabeth	F	33	other
5	user	david	M	42	executive
6	user	richard	M	57	administrator
7	user	charles	M	36	administrator
8	user	joseph	M	29	student
9	user	thomas	M	53	lawyer
10	user	lisa	F	39	other
11	user	nancy	F	28	other
12	user	paul	M	47	educator
13	user	mark	M	45	scientist
14	user	helen	F	49	educator
15	user	george	M	21	entertainment
16	user	kenneth	M	30	programmer
17	user	carol	F	35	other
18	user	edward	M	40	librarian
19	user	sharon	F	42	homemaker
20	user	ronald	M	26	writer
21	user	anthony	M	25	writer
22	user	sarah	F	30	artist
23	user	kimberly	F	21	artist
24	user	matthew	M	39	engineer
25	user	gary	M	49	engineer
26	user	shirley	F	40	librarian
27	user	jose	M	32	writer
28	user	larry	M	41	programmer
29	user	jeffrey	M	7	student
30	user	frank	M	24	artist
31	user	amy	F	28	student
32	user	eric	M	23	student
33	user	rebecca	F	38	administrator
34	user	virginia	F	20	homemaker
35	user	kathleen	F	19	student
36	user	gregory	M	23	student
37	user	martha	F	28	other
38	user	jerry	M	41	entertainment
39	user	dennis	M	38	scientist
40	user	walter	M	33	engineer
41	user	patrick	M	30	administrator
42	user	christine	F	29	librarian
43	user	harold	M	26	technician
44	user	douglas	M	29	programmer
45	user	catherine	F	27	marketing
46	user	carl	M	53	marketing
47	user	arthur	M	45	administrator
48	user	joyce	F	23	student
49	user	roger	M	21	writer
50	user	joe	M	28	educator
51	user	julie	F	18	student
52	user	jack	M	26	programmer
53	user	albert	M	22	executive
54	user	jonathan	M	37	programmer
55	user	justin	M	25	librarian
56	user	terry	M	16	none
57	user	gerald	M	27	programmer
58	user	keith	M	49	educator
59	user	samuel	M	50	healthcare
60	user	willie	M	36	engineer
61	user	joan	F	27	administrator
62	user	lawrence	M	31	marketing
63	user	nicholas	M	32	educator
64	user	rose	F	51	educator
65	user	benjamin	M	23	student
66	user	bruce	M	17	student
67	user	brandon	M	19	student
68	user	adam	M	24	engineer
69	user	harry	M	27	engineer
70	user	fred	M	39	scientist
71	user	theresa	F	48	administrator
72	user	billy	M	24	student
73	user	steve	M	39	scientist
74	user	louis	M	24	entertainment
75	user	jeremy	M	20	student
76	user	aaron	M	30	technician
77	user	randy	M	26	administrator
78	user	rachel	F	39	administrator
79	user	marilyn	F	34	administrator
80	user	carlos	M	21	student
81	user	russell	M	50	programmer
82	user	bobby	M	40	other
83	user	victor	M	32	executive
84	user	martin	M	51	educator
85	user	ernest	M	26	administrator
86	user	phillip	M	47	administrator
87	user	bonnie	F	49	librarian
88	user	julia	F	43	administrator
89	user	craig	M	60	educator
90	user	alan	M	55	marketing
91	user	shawn	M	32	entertainment
92	user	clarence	M	48	executive
93	user	sean	M	26	student
94	user	philip	M	31	administrator
95	user	diana	F	25	artist
96	user	johnny	M	43	artist
97	user	lillian	F	49	executive
98	user	jimmy	M	20	student
99	user	antonio	M	36	executive
100	user	danny	M	15	student
101	user	bryan	M	38	programmer
102	user	tony	M	26	student
103	user	luis	M	27	student
104	user	mike	M	24	engineer
105	user	stanley	M	61	retired
106	user	leonard	M	39	scientist
107	user	nathan	M	44	educator
108	user	dale	M	29	other
109	user	manuel	M	19	student
110	user	rodney	M	57	engineer
111	user	curtis	M	30	salesman
112	user	norman	M	47	executive
113	user	allen	M	27	programmer
114	user	marvin	M	31	engineer
115	user	vincent	M	40	healthcare
116	user	glenn	M	20	student
117	user	jeffery	M	21	administrator
118	user	travis	M	32	programmer
119	user	sylvia	F	47	other
120	user	chad	M	54	librarian
121	user	thelma	F	32	writer
122	user	shannon	F	48	artist
123	user	melvin	M	34	student
124	user	alfred	M	30	lawyer
125	user	ellen	F	28	lawyer
126	user	francis	M	33	none
127	user	marjorie	F	24	marketing
128	user	carrie	F	36	marketing
129	user	herbert	M	20	none
130	user	monica	F	59	administrator
131	user	ray	M	24	other
132	user	joel	M	53	engineer
133	user	edwin	M	31	programmer
134	user	don	M	23	student
135	user	eddie	M	51	other
136	user	ricky	M	50	educator
137	user	troy	M	46	doctor
138	user	randall	M	20	student
139	user	eva	F	30	student
140	user	alexander	M	49	programmer
141	user	bernard	M	13	other
142	user	mario	M	42	technician
143	user	leroy	M	53	programmer
144	user	francisco	M	31	entertainment
145	user	marcus	M	45	artist
146	user	joanne	F	40	librarian
147	user	theodore	M	33	engineer
148	user	valerie	F	35	marketing
149	user	danielle	F	20	artist
150	user	megan	F	38	administrator
151	user	alicia	F	33	educator
152	user	jim	M	25	student
153	user	tom	M	25	student
154	user	gail	F	32	other
155	user	alex	M	25	educator
156	user	jon	M	57	engineer
157	user	ronnie	M	50	educator
158	user	jill	F	23	student
159	user	lloyd	M	27	programmer
160	user	tommy	M	50	lawyer
161	user	leon	M	25	artist
162	user	derek	M	49	administrator
163	user	warren	M	47	healthcare
164	user	lorraine	F	20	other
165	user	jerome	M	47	educator
166	user	floyd	M	37	other
167	user	leo	M	48	other
168	user	erica	F	52	other
169	user	beatrice	F	53	healthcare
170	user	dolores	F	48	educator
171	user	gordon	M	55	marketing
172	user	dean	M	56	other
173	user	yvonne	F	30	administrator
174	user	annette	F	26	scientist
175	user	dustin	M	28	scientist
176	user	pedro	M	20	programmer
177	user	derrick	M	26	other
178	user	dan	M	15	entertainment
179	user	stacy	F	22	administrator
180	user	zachary	M	26	executive
181	user	corey	M	36	programmer
182	user	herman	M	33	scientist
183	user	maurice	M	37	librarian
184	user	roberta	F	53	librarian
185	user	holly	F	39	executive
186	user	clyde	M	26	educator
187	user	glen	M	42	student
188	user	hector	M	32	artist
189	user	shane	M	30	administrator
190	user	ricardo	M	33	administrator
191	user	sam	M	42	educator
192	user	rick	M	29	student
193	user	lester	M	38	administrator
194	user	brent	M	42	scientist
195	user	ramon	M	49	writer
196	user	charlie	M	55	technician
197	user	elsie	F	21	student
198	user	gilbert	M	30	writer
199	user	gene	M	40	programmer
200	user	marc	M	27	writer
201	user	carla	F	41	educator
202	user	tara	F	25	student
203	user	rosemary	F	52	librarian
204	user	angel	M	47	lawyer
205	user	terri	F	14	student
206	user	rafael	M	39	marketing
207	user	leslie	M	43	engineer
208	user	tonya	F	33	educator
209	user	milton	M	39	engineer
210	user	raul	M	66	salesman
211	user	wilma	F	49	educator
212	user	chester	M	33	executive
213	user	kristin	F	26	librarian
214	user	duane	M	35	programmer
215	user	franklin	M	22	engineer
216	user	andre	M	22	other
217	user	elmer	M	37	administrator
218	user	brad	M	32	programmer
219	user	gabriel	M	30	librarian
220	user	ron	M	19	student
221	user	mitchell	M	29	programmer
222	user	melinda	F	19	student
223	user	pearl	F	31	educator
224	user	arlene	F	51	administrator
225	user	jared	M	28	student
226	user	adrian	M	46	executive
227	user	allison	F	21	student
228	user	tamara	F	29	librarian
229	user	joy	F	28	student
230	user	erik	M	48	librarian
231	user	darryl	M	45	scientist
232	user	jamie	M	38	engineer
233	user	neil	M	60	retired
234	user	jessie	M	37	educator
235	user	marcia	F	44	writer
236	user	javier	M	49	administrator
237	user	nellie	F	42	administrator
238	user	clinton	M	39	artist
239	user	marlene	F	23	educator
240	user	heidi	F	26	student
241	user	tyrone	M	33	educator
242	user	darren	M	33	educator
243	user	lonnie	M	28	technician
244	user	lance	M	22	student
245	user	cody	M	19	student
